CUST_ID,LAST_NAME,FIRST_NAME,STREET_ADDRESS,POSTAL_CODE,CITY_ID,CITY,STATE_PROVINCE_ID,STATE_PROVINCE,COUNTRY_ID,COUNTRY,CONTINENT_ID,CONTINENT,AGE,COMMUTE_DISTANCE,CREDIT_BALANCE,EDUCATION,EMAIL,FULL_TIME,GENDER,HOUSEHOLD_SIZE,INCOME,INCOME_LEVEL,INSUFF_FUNDS_INCIDENTS,JOB_TYPE,LATE_MORT_RENT_PMTS,MARITAL_STATUS,MORTGAGE_AMT,NUM_CARS,NUM_MORTGAGES,PET,PROMOTION_RESPONSE,RENT_OWN,SEG,WORK_EXPERIENCE,YRS_CURRENT_EMPLOYER,YRS_CUSTOMER,YRS_RESIDENCE,COUNTRY_CODE,USERNAME
1128385,Sugiyama,Miyu,,,87436,Shimo-igusa,1112,Tokyo,128,Japan,16,Asia,41,1,289,High School,Miyu.Sugiyama@oraclemail.com,No,Female,2,36432,"B: 30,000 - 49,999",1,Clerical,1,S,20000,2,1,Dog,0,Own,7,22,2,6,16,JP,guest3828
1128613,Kawano,Haruki,,,105057,Nakadai-shinkai,1112,Tokyo,128,Japan,16,Asia,52,4,78,Bachelors,Haruki.Kawano@oraclemail.com,Yes,Male,2,117175,"F: 110,000 - 129,999",0,Labor,0,M,70000,1,1,Cat,0,Own,6,8,3,7,7,JP,guest2727
1128664,Kudo,Nanami,,,94207,Tomida,1112,Tokyo,128,Japan,16,Asia,80,7,116,Doctorate,Nanami.Kudo@oraclemail.com,No,Female,2,46170,"B: 30,000 - 49,999",0,Services,0,M,0,2,0,Other,0,Own,10,8,3,8,8,JP,guest2860
1128718,Komatsu,Mizuki,,,99698,Horiguchi,1112,Tokyo,128,Japan,16,Asia,39,3,187,High School,Mizuki.Komatsu@oraclemail.com,Yes,Female,2,36475,"B: 30,000 - 49,999",1,Professional,1,S,152000,1,1,Other,0,Own,5,18,4,2,4,JP,guest2051
1128967,Maruyama,Aoi,,,91280,Koshigoe,1112,Tokyo,128,Japan,16,Asia,32,6,97,Masters,Aoi.Maruyama@oraclemail.com,No,Female,2,80434,"D: 70,000 - 89,999",0,Skilled,1,S,0,1,0,Unknown,0,Rent,5,6,3,5,5,JP,guest2960
1129083,Sasaki,Hiroto,,,68932,Iwai,1112,Tokyo,128,Japan,16,Asia,49,34,80,Doctorate,Hiroto.Sasaki@oraclemail.com,Yes,Male,7,98588,"E: 90,000 - 109,999",0,Professional,0,M,330000,2,2,Dog,0,Own,6,26,10,4,9,JP,guest1062
1129236,Fujiwara,Misaki,,,68932,Iwai,1112,Tokyo,128,Japan,16,Asia,57,0,489,Bachelors,Misaki.Fujiwara@oraclemail.com,No,Female,1,94044,"E: 90,000 - 109,999",1,None,1,S,0,1,0,Cat,0,Rent,9,31,5,0,7,JP,guest2290
1129727,Chiba,Yuuto,,,58714,Kami-seya,1112,Tokyo,128,Japan,16,Asia,38,27,544,Bachelors,Yuuto.Chiba@oraclemail.com,Yes,Male,1,85470,"D: 70,000 - 89,999",0,Professional,0,S,238000,1,1,Dog,0,Own,4,11,6,4,1,JP,guest123
1129738,Oshiro,Haruto,,,105077,Nago,1112,Tokyo,128,Japan,16,Asia,74,-1,140,Associates,Haruto.Oshiro@oraclemail.com,,Male,2,73185,"D: 70,000 - 89,999",0,Scientific,0,M,0,1,0,Cat,0,Own,10,49,,7,7,JP,guest4699
1130597,Mochizuki,Hiroto,,,99698,Horiguchi,1112,Tokyo,128,Japan,16,Asia,17,-1,0,LessThanHS,Hiroto.Mochizuki@oraclemail.com,,Male,10,27444,"A: Below 30,000",2,Clerical,0,S,0,0,0,Cat,0,,1,6,,2,17,JP,guest1384
1130788,Matsuo,Kouki,,,37121,Nishikicho,1112,Tokyo,128,Japan,16,Asia,55,16,85,Masters,Kouki.Matsuo@oraclemail.com,Yes,Male,2,77734,"D: 70,000 - 89,999",0,Scientific,0,S,0,0,0,Unknown,0,Rent,9,33,19,1,3,JP,guest4065
1131399,Kondo,Tsubasa,,,106754,Sekimoto,1112,Tokyo,128,Japan,16,Asia,68,4,54,Masters,Tsubasa.Kondo@oraclemail.com,No,Male,1,50085,"C: 50,000 - 69,999",0,Labor,0,S,0,1,0,Unknown,0,Rent,9,13,2,8,7,JP,guest1305
1134637,Sogliano,Lev,,,83077,Acuexcomac,1110,Distrito Federal,101,Mexico,11,North America,55,1,232,High School,Lev.Sogliano@oraclemail.com,Yes,Male,2,73454,"D: 70,000 - 89,999",0,Business,0,S,0,1,0,Unknown,0,Rent,9,2,2,3,6,MX,guest1211
1130979,Kondo,Hiroto,,,89211,Oiso,1112,Tokyo,128,Japan,16,Asia,35,14,519,Doctorate,Hiroto.Kondo@oraclemail.com,Yes,Male,1,39297,"B: 30,000 - 49,999",2,Professional,2,S,226000,1,1,Dog,0,Own,4,10,2,6,2,JP,guest194
1131015,Sugiyama,Sakura,,,11494,Satte,1112,Tokyo,128,Japan,16,Asia,34,1,140,Associates,Sakura.Sugiyama@oraclemail.com,No,Female,5,22197,"A: Below 30,000",0,Business,2,M,0,1,0,Unknown,0,Rent,3,8,3,5,5,JP,guest4482
1131199,Maeda,Ilene,,,75717,Obata,1112,Tokyo,128,Japan,16,Asia,30,21,83,LessThanHS,Ilene.Maeda@oraclemail.com,Yes,Male,1,22819,"A: Below 30,000",0,Professional,0,S,0,1,0,Unknown,0,Rent,4,4,4,1,5,JP,guest25
1132494,Arakaki,Souta,,,37115,Hayama,1112,Tokyo,128,Japan,16,Asia,27,31,273,Masters,Souta.Arakaki@oraclemail.com,Yes,Male,1,107239,"E: 90,000 - 109,999",1,Labor,1,S,226000,1,1,Dog,0,Own,4,2,2,2,2,JP,guest385
1132596,Ducoton,Anubodha,,,61678,San Miguel,1110,Distrito Federal,101,Mexico,11,North America,42,39,19,Masters,Anubodha.Ducoton@oraclemail.com,Yes,Male,1,45476,"B: 30,000 - 49,999",0,Sales,0,S,0,1,0,Unknown,0,Rent,6,22,7,1,19,MX,guest3001
1177813,Takahasi,Miyu,,,93457,Aso,1112,Tokyo,128,Japan,16,Asia,80,-1,194,Doctorate,Miyu.Takahasi@oraclemail.com,,Female,1,77478,"D: 70,000 - 89,999",0,Scientific,0,S,0,1,0,Other,0,Own,10,28,,12,2,JP,guest2092
1191262,Payne,Tory,255 Lafayette Ave,10901,110762,Suffern,1079,New York,102,United States,11,North America,56,14,296,Doctorate,Tory.Payne@oraclemail.com,Yes,Male,2,114970,"F: 110,000 - 129,999",0,None,3,M,0,2,0,Unknown,0,Own,8,24,11,6,30,US,guest561
1191532,Carey,Janie,110 Rehill Ave,8876,74672,Somerville,1079,New York,102,United States,11,North America,28,5,1819,Associates,Janie.Carey@oraclemail.com,Yes,Female,2,59731,"C: 50,000 - 69,999",1,Business,0,M,293000,2,1,Other,0,Own,2,7,4,3,0.7,US,guest184
1191543,Beck,Nicole,19 Bradhurst Ave,10532,35736,Hawthorne,1079,New York,102,United States,11,North America,67,4,490,Masters,Nicole.Beck@oraclemail.com,No,Female,2,32989,"B: 30,000 - 49,999",0,Sales,0,M,0,2,0,Cat,0,Own,8,18,5,3,1,US,guest697
1192207,Wood,Franklin,130 Sea Ln,11735,93276,Farmingdale,1079,New York,102,United States,11,North America,28,6,82,Bachelors,Franklin.Wood@oraclemail.com,Yes,Male,1,80242,"D: 70,000 - 89,999",0,Professional,0,S,0,1,0,Unknown,0,Rent,4,7,1,1,1,US,guest431
1192351,Galstyan,Hong-Miao,,,35793,Embu,1135,Sao Paulo,112,Brazil,13,South America,55,0,441,LessThanHS,Hong-Miao.Galstyan@oraclemail.com,Yes,Female,1,11402,"A: Below 30,000",1,Business,1,S,0,0,0,Cat,0,Rent,9,7,7,3,3,BR,guest1615
1192508,Schwartz,Terrell,1900 Politt Road,7410,10229,Fair Lawn,1079,New York,102,United States,11,North America,75,-1,78,Bachelors,Terrell.Schwartz@oraclemail.com,,Male,1,83294,"D: 70,000 - 89,999",0,Professional,0,S,0,1,0,Other,0,Own,10,45,,16,34,US,guest4611
1192870,Horton,Dorthy,P.O. Box 389,10595,102985,Valhalla,1079,New York,102,United States,11,North America,47,13,85,High School,Dorthy.Horton@oraclemail.com,Yes,Female,1,19680,"A: Below 30,000",0,Services,0,S,0,1,0,Unknown,0,Rent,7,24,5,5,19,US,guest2907
1193137,Wyatt,Alicia,2045 Linden Blvd,11207,106139,Brooklyn,1079,New York,102,United States,11,North America,32,3,380,Associates,Alicia.Wyatt@oraclemail.com,Yes,Female,3,21068,"A: Below 30,000",1,Professional,2,S,0,1,0,Unknown,0,Rent,5,13,4,6,2,US,guest3944
1193180,Mandayam,Deana,,,108907,Ermida,1135,Sao Paulo,112,Brazil,13,South America,59,2,221,Associates,Deana.Mandayam@oraclemail.com,No,Female,3,35843,"B: 30,000 - 49,999",0,Professional,0,S,150000,1,1,Unknown,0,Own,9,35,7,2,5,BR,guest2766
1029386,Washington,Jannie,7 Cottage Place,8876,74672,Somerville,1079,New York,102,United States,11,North America,67,0,447,Bachelors,Jannie.Washington@oraclemail.com,Yes,Female,2,76148,"D: 70,000 - 89,999",1,Business,1,M,34338,2,1,Dog,0,Own,8,24,4,12,1,US,guest676
1076686,Deleon,Darius,400 W Central Ave Ste 206,92821,58806,Brea,1134,California,102,United States,11,North America,43,22,315,LessThanHS,Darius.Deleon@oraclemail.com,Yes,Male,2,61470,"C: 50,000 - 69,999",0,Sales,0,M,130000,1,1,Unknown,0,Own,6,19,6,3,15,US,guest1808
1076847,Schwartz,Gabrielle,710 S Santa Anita Ave,91006,36368,Arcadia,1134,California,102,United States,11,North America,69,-1,74,Doctorate,Gabrielle.Schwartz@oraclemail.com,,Female,2,42635,"B: 30,000 - 49,999",1,Professional,3,M,0,2,0,Other,0,Rent,8,42,,6,3,US,guest859
1076887,Schnurre,Josephine,BEUTHENER STRASSE,90471,75532,NÜRNBERG,1111,,159,Germany,14,Europe,24,22,116,Doctorate,Josephine.Schnurre@oraclemail.com,Yes,Female,1,76692,"D: 70,000 - 89,999",0,Clerical,0,S,0,1,0,Unknown,0,Rent,5,2,2,3,3,DE,guest3238
1077024,Gutierrez,Henrik,,,101817,Mercedes,1138,Buenos Aires,158,Argentina,13,South America,47,39,273,LessThanHS,Henrik.Gutierrez@oraclemail.com,Yes,Male,1,9323,"A: Below 30,000",0,None,3,S,160000,1,1,Unknown,0,Own,6,8,1,6,18,AR,guest2214
1077158,Bruce,Juanita,13552 Goldenwest St,92683,23543,Westminster,1134,California,102,United States,11,North America,22,0,72,Bachelors,Juanita.Bruce@oraclemail.com,Yes,Female,1,77416,"D: 70,000 - 89,999",0,Business,0,S,188000,1,1,Other,0,Own,5,3,1,4,1,US,guest3459
1077225,Zamora,Cruz,1275 S San Gabriel Blvd,91108,108472,Pasadena,1134,California,102,United States,11,North America,56,3,57,Bachelors,Cruz.Zamora@oraclemail.com,Yes,Male,2,51216,"C: 50,000 - 69,999",1,Professional,0,M,0,2,0,Dog,0,Rent,8,26,14,9,1,US,guest961
1077522,Petty,Booker,320 W 4th St Ste 750,90007,79886,Los Angeles,1134,California,102,United States,11,North America,78,-1,48,Bachelors,Booker.Petty@oraclemail.com,,Male,2,75421,"D: 70,000 - 89,999",0,Business,0,M,0,1,0,Cat,0,Own,10,47,,3,36,US,guest4525
1078023,Delgado,Gaurang,,,54995,Melchor Romero,1138,Buenos Aires,158,Argentina,13,South America,74,-1,175,Masters,Gaurang.Delgado@oraclemail.com,,Female,2,75863,"D: 70,000 - 89,999",0,Business,0,M,0,2,0,Dog,0,Own,10,31,,6,38,AR,guest2475
1077718,Delgado,Gyanprakash,,,10589,Bella Vista,1138,Buenos Aires,158,Argentina,13,South America,30,5,273,LessThanHS,Gyanprakash.Delgado@oraclemail.com,No,Male,3,13210,"A: Below 30,000",3,Clerical,3,M,0,1,0,Other,0,Rent,3,10,1,1,1,AR,guest3547
1077880,Vega,Ames,,,23305,San Andres de Giles,1138,Buenos Aires,158,Argentina,13,South America,23,32,401,LessThanHS,Ames.Vega@oraclemail.com,Yes,Male,1,49393,"B: 30,000 - 49,999",0,Business,0,S,0,1,0,Unknown,0,Rent,4,1,1,1,1,AR,guest187
1078011,Luna,Audra,,,72597,Victoria,1138,Buenos Aires,158,Argentina,13,South America,35,0,338,Doctorate,Audra.Luna@oraclemail.com,No,Female,3,79841,"D: 70,000 - 89,999",0,Clerical,2,S,140000,1,1,Unknown,0,Own,5,10,1,3,5,AR,guest3410
1078092,Ledesma,Chang,,,81508,Colonia del Sacramento,1138,Buenos Aires,158,Argentina,13,South America,42,10,119,Doctorate,Chang.Ledesma@oraclemail.com,Yes,Male,1,84129,"D: 70,000 - 89,999",0,Business,0,S,60000,1,1,Unknown,0,Own,6,14,5,6,6,AR,guest2880
1078195,Litzmann,Felix,MARIENBURGER STRASSE,51373,53279,KÜPPERSTEG,1111,,159,Germany,14,Europe,74,-1,188,Doctorate,Felix.Litzmann@oraclemail.com,,Male,1,90690,"E: 90,000 - 109,999",0,Labor,0,S,0,1,0,Other,0,Own,10,30,,16,6,DE,guest4521
1078281,Rodriguez,Marlene,,,88428,Lobos,1138,Buenos Aires,158,Argentina,13,South America,43,4,205,Masters,Marlene.Rodriguez@oraclemail.com,No,Female,3,39817,"B: 30,000 - 49,999",1,Professional,2,S,0,1,0,Cat,0,Rent,7,1,1,7,19,AR,guest3054
1078299,Alvarez,Janine,,,60879,Villars,1138,Buenos Aires,158,Argentina,13,South America,72,-1,75,Bachelors,Janine.Alvarez@oraclemail.com,,Female,1,64443,"C: 50,000 - 69,999",0,Skilled,0,S,0,1,0,Other,0,Own,10,38,,8,8,AR,guest4417
1078514,Aguirre,Jutta,,,36216,Gobernador Udaondo,1138,Buenos Aires,158,Argentina,13,South America,19,20,0,Associates,Jutta.Aguirre@oraclemail.com,Yes,Female,4,3166,"A: Below 30,000",0,Professional,0,S,0,1,0,Dog,0,,1,5,2,1,19,AR,guest1510
1078670,Perez,Sammy,,,80125,Cambaceres,1138,Buenos Aires,158,Argentina,13,South America,48,16,9,LessThanHS,Sammy.Perez@oraclemail.com,Yes,Male,1,71004,"D: 70,000 - 89,999",0,Professional,0,S,0,1,0,Unknown,0,Rent,6,8,2,7,7,AR,guest2882
1078678,Rossi,Telman,,,50936,San Antonio de Padua,1138,Buenos Aires,158,Argentina,13,South America,42,13,436,Masters,Telman.Rossi@oraclemail.com,Yes,Male,6,49508,"B: 30,000 - 49,999",0,Business,0,M,0,1,0,Unknown,0,Rent,6,1,1,1,19,AR,guest2512
1080061,Stanley,Gil,5509 Ash St,90042,79886,Los Angeles,1134,California,102,United States,11,North America,49,22,259,High School,Gil.Stanley@oraclemail.com,Yes,Male,1,44761,"B: 30,000 - 49,999",1,Business,1,S,20000,1,1,Unknown,0,Own,6,1,1,2,16,US,guest2939
1078812,Hammond,Alexis,100 N Sepulveda Blvd 17th Fl,90245,49648,El Segundo,1134,California,102,United States,11,North America,68,6,180,Bachelors,Alexis.Hammond@oraclemail.com,Yes,Male,2,97091,"E: 90,000 - 109,999",0,Services,0,M,0,2,0,Dog,0,Own,8,5,1,3,3,US,guest675
1079045,Green,Esperanza,938 N.Palm Ave.,90069,10800,West Hollywood,1134,California,102,United States,11,North America,44,1,253,Masters,Esperanza.Green@oraclemail.com,Yes,Female,2,103211,"E: 90,000 - 109,999",0,Professional,0,S,140000,2,1,Unknown,0,Own,7,25,14,2,14,US,guest1879
1079149,Sheppard,Cyril,8036 Ocean View Ave ,90602-2700,50551,Whittier,1134,California,102,United States,11,North America,22,32,728,LessThanHS,Cyril.Sheppard@oraclemail.com,Yes,Male,1,16122,"A: Below 30,000",0,Scientific,0,S,0,1,0,Unknown,0,Rent,4,3,1,1,1,US,guest375
1079309,Evans,Billie,4029 E Anaheim St,90804,10753,Long Beach,1134,California,102,United States,11,North America,32,10,831,High School,Billie.Evans@oraclemail.com,Yes,Male,1,33387,"B: 30,000 - 49,999",1,Skilled,1,S,214000,1,1,Dog,0,Own,4,2,2,2,3,US,guest241
1079480,Waters,Olga,5627 Sepulveda Blvd,91411,83622,Van Nuys,1134,California,102,United States,11,North America,29,13,108,Bachelors,Olga.Waters@oraclemail.com,Yes,Female,1,116403,"F: 110,000 - 129,999",0,Business,0,S,0,1,0,Unknown,0,Rent,5,8,1,1,1,US,guest2957
1142717,Beshlotsian,Amanthu,19 VISSZHANG UTCA,8237,104354,TIHANY,1162,,147,Hungary,14,Europe,35,25,317,Bachelors,Amanthu.Beshlotsian@oraclemail.com,Yes,Male,1,35993,"B: 30,000 - 49,999",0,Clerical,0,S,190000,1,1,Dog,0,Own,4,14,10,4,5,HU,guest245
1142793,Sykora,Regan,,8220,64866,BALATONALMÁDI,1162,,147,Hungary,14,Europe,58,16,463,High School,Regan.Sykora@oraclemail.com,Yes,Male,2,27207,"A: Below 30,000",0,Services,0,S,0,1,0,Unknown,0,Rent,9,35,24,6,10,HU,guest1926
1143095,Antablian,Macey,EGRIORSZÁGÚT,3517,11591,LILLAFÜRED,1162,,147,Hungary,14,Europe,35,-1,98,Doctorate,Macey.Antablian@oraclemail.com,,Female,5,82836,"D: 70,000 - 89,999",1,Labor,2,M,250000,2,1,Other,0,Own,3,6,,5,5,HU,guest3092
1143750,Viraf,Kuldeep,12 ROOSEVELT TÉR,6720,86552,SZEGED,1162,,147,Hungary,14,Europe,46,31,415,High School,Kuldeep.Viraf@oraclemail.com,Yes,Male,1,38131,"B: 30,000 - 49,999",1,Business,3,S,140000,1,1,Unknown,0,Own,6,11,6,4,16,HU,guest1333
1143756,Montoro,Fridon,125 PAKSI UTCA,7020,59955,DUNAFÖLDVÁR,1162,,147,Hungary,14,Europe,56,5,170,Doctorate,Fridon.Montoro@oraclemail.com,Yes,Male,3,62619,"C: 50,000 - 69,999",0,Business,0,S,0,1,0,Unknown,0,Rent,9,9,9,8,8,HU,guest1834
1144306,Scharping,Hunan,29 PIAC UTCA,4025,57942,DEBRECEN,1162,,147,Hungary,14,Europe,43,13,230,Doctorate,Hunan.Scharping@oraclemail.com,Yes,Male,1,51989,"C: 50,000 - 69,999",2,None,3,S,240000,1,1,Unknown,0,Own,6,21,2,4,20,HU,guest1675
1144344,Takahasi,Haruki,,,37113,Sakadoichiba,1112,Tokyo,128,Japan,16,Asia,77,-1,61,High School,Haruki.Takahasi@oraclemail.com,,Male,1,36739,"B: 30,000 - 49,999",0,Skilled,0,S,0,1,0,Other,0,Own,10,47,,20,10,JP,guest4679
1133759,Matsumoto,Yuuto,,,82107,Shiomidai,1112,Tokyo,128,Japan,16,Asia,32,10,791,Associates,Yuuto.Matsumoto@oraclemail.com,Yes,Male,1,8684,"A: Below 30,000",2,Scientific,2,S,202000,1,1,Dog,0,Own,4,13,4,6,4,JP,guest145
1134482,Secci,Najat,,,109757,La Calera,1110,Distrito Federal,101,Mexico,11,North America,25,22,60,Bachelors,Najat.Secci@oraclemail.com,Yes,Female,2,24017,"A: Below 30,000",0,Clerical,0,M,0,2,0,Unknown,0,Rent,2,3,3,4,4,MX,guest342
1134574,Fujiwara,Diato,,,79664,Ichigaya,1112,Tokyo,128,Japan,16,Asia,17,-1,0,LessThanHS,Diato.Fujiwara@oraclemail.com,,Male,10,31785,"B: 30,000 - 49,999",0,Business,0,S,0,0,0,Unknown,0,,1,6,,0,17,JP,guest1199
1134906,Yamazaki,Miyu,,,75743,Okubo,1112,Tokyo,128,Japan,16,Asia,52,3,72,Bachelors,Miyu.Yamazaki@oraclemail.com,Yes,Female,4,99784,"E: 90,000 - 109,999",0,Business,0,S,260000,2,2,Other,0,Own,7,11,11,8,13,JP,guest3411
1135369,Kikuchi,Haruto,,,37067,Iwatsuki,1112,Tokyo,128,Japan,16,Asia,39,10,67,Masters,Haruto.Kikuchi@oraclemail.com,No,Male,4,62165,"C: 50,000 - 69,999",0,Skilled,4,M,0,2,0,Unknown,0,Rent,3,18,3,1,1,JP,guest2544
1136380,Unknown,Desaraja,,,52078,Ixtafiayuca,1110,Distrito Federal,101,Mexico,11,North America,32,3,225,LessThanHS,Desaraja.Unknown@oraclemail.com,No,Male,3,20309,"A: Below 30,000",3,Professional,3,M,310000,2,1,Other,0,Own,3,3,3,2,2,MX,guest3670
1136464,Marineo,Baltabek,,,22708,Venustiano Carranza,1110,Distrito Federal,101,Mexico,11,North America,38,2,474,Bachelors,Baltabek.Marineo@oraclemail.com,No,Male,3,54295,"C: 50,000 - 69,999",3,Professional,3,M,270000,1,2,Other,0,Own,3,5,5,4,4,MX,guest3117
1136674,Fredrickse,Premila,,,35533,San Diego,1110,Distrito Federal,101,Mexico,11,North America,79,1,74,Associates,Premila.Fredrickse@oraclemail.com,No,Female,1,4353,"A: Below 30,000",0,Sales,0,S,0,1,0,Dog,0,Own,10,20,5,10,10,MX,guest4664
1136766,Drusse,Gramapala,,,35506,Santa Rosa,1110,Distrito Federal,101,Mexico,11,North America,43,36,317,Associates,Gramapala.Drusse@oraclemail.com,Yes,Male,4,48752,"B: 30,000 - 49,999",0,Services,0,M,30000,1,1,Unknown,0,Own,6,10,10,3,17,MX,guest1501
1137025,Hidaka,Mitsuki,,,108843,Tochiya,1112,Tokyo,128,Japan,16,Asia,66,0,312,LessThanHS,Mitsuki.Hidaka@oraclemail.com,Yes,Female,2,5349,"A: Below 30,000",1,Business,1,M,6746,2,1,Dog,0,Own,8,9,4,9,1,JP,guest983
1137454,Narita,Hiroto,,,37126,Tsukizaki,1112,Tokyo,128,Japan,16,Asia,35,17,454,High School,Hiroto.Narita@oraclemail.com,Yes,Male,1,30082,"B: 30,000 - 49,999",1,Business,1,S,226000,1,1,Dog,0,Own,4,3,2,2,2,JP,guest207
1137511,Puckett,Comfort,FÜREDI ÚT,4032,37165,DEBRECEN,1162,,147,Hungary,14,Europe,31,7,26,Associates,Comfort.Puckett@oraclemail.com,Yes,Female,3,1787,"A: Below 30,000",1,Labor,2,S,0,1,0,Unknown,0,Rent,5,2,2,6,5,HU,guest2925
1137710,Di Giovine,Desmond,154 NAGYTÉTÉNYI ÚT,1223,37172,BUDAPEST 22,1162,,147,Hungary,14,Europe,64,2,206,Associates,Desmond.Di Giovine@oraclemail.com,Yes,Male,2,15132,"A: Below 30,000",0,Business,0,M,0,2,0,Other,0,Own,8,14,14,5,4,HU,guest907
1164612,Delong,Rashid,,BT41 1,24539,ANTRIM,1113,,129,United Kingdom,14,Europe,69,0,38,LessThanHS,Rashid.Delong@oraclemail.com,No,Male,1,43807,"B: 30,000 - 49,999",0,Sales,0,S,10000,1,1,Unknown,0,Own,9,12,4,5,19,GB,guest1710
1164819,Minalian,Brucie,465 PINKSTON ROAD,G21 1,37394,GLASGOW,1113,,129,United Kingdom,14,Europe,79,-1,23,Doctorate,Brucie.Minalian@oraclemail.com,,Female,1,82418,"D: 70,000 - 89,999",0,Professional,0,S,0,1,0,Unknown,0,Own,10,1,,1,33,GB,guest3996
1165328,Margasahayam,Carolin,114 JOHN STREET,EH26 8,101036,PENICUIK,1113,,129,United Kingdom,14,Europe,79,-1,156,LessThanHS,Carolin.Margasahayam@oraclemail.com,,Female,2,31054,"B: 30,000 - 49,999",0,Services,0,M,0,1,0,Unknown,0,Rent,10,5,,1,1,GB,guest2018
1164890,Lapaglia,Kiki,19 TRURO AVENUE,DN2 4,24404,DONCASTER,1113,,129,United Kingdom,14,Europe,41,2,488,Associates,Kiki.Lapaglia@oraclemail.com,Yes,Female,4,70003,"D: 70,000 - 89,999",0,Business,0,M,0,3,0,Unknown,0,Rent,7,16,5,5,15,GB,guest2187
1164921,Diniz,Leon,26 THE DIAMOND,BT48 6,75721,LONDONDERRY,1113,,129,United Kingdom,14,Europe,55,18,84,LessThanHS,Leon.Diniz@oraclemail.com,Yes,Male,1,59746,"C: 50,000 - 69,999",1,Clerical,1,S,150000,0,1,Cat,0,Own,9,19,19,1,5,GB,guest2440
1165080,Vinit,Nichole,1 COMMERCIAL ROAD,EX7 9,24513,DAWLISH,1113,,129,United Kingdom,14,Europe,55,5,71,Associates,Nichole.Vinit@oraclemail.com,No,Female,2,16615,"A: Below 30,000",0,Sales,0,M,0,2,0,Other,0,Rent,8,9,9,5,1,GB,guest852
1165487,Cabral,Bhogya,1 COMMERCIAL ROAD,EX7 9,107579,DAWLISH,1113,,129,United Kingdom,14,Europe,21,19,250,High School,Bhogya.Cabral@oraclemail.com,Yes,Female,6,3967,"A: Below 30,000",0,Scientific,0,S,0,1,0,Dog,0,,1,2,1,1,21,GB,guest2003
1165680,Sordelli,Duron,1 RYDERS GREEN ROAD,B70 0,52898,SWAN VILLAGE,1113,,129,United Kingdom,14,Europe,41,18,259,Masters,Duron.Sordelli@oraclemail.com,Yes,Male,1,62708,"C: 50,000 - 69,999",0,Labor,0,S,0,1,0,Unknown,0,Rent,6,9,7,7,19,GB,guest2323
1165762,Ito,Miyuu,,,62003,Ina,1112,Tokyo,128,Japan,16,Asia,77,-1,132,LessThanHS,Miyuu.Ito@oraclemail.com,,Female,1,10422,"A: Below 30,000",0,Business,0,S,0,1,0,Unknown,0,Rent,10,41,,5,5,JP,guest4499
1165851,Tsovian,Ambaraprabha,38 ST JOHNS WOOD TERRACE,NW8 6,59436,NW8,1113,,129,United Kingdom,14,Europe,25,18,130,Masters,Ambaraprabha.Tsovian@oraclemail.com,Yes,Female,1,90371,"E: 90,000 - 109,999",0,Services,0,S,176000,1,1,Other,0,Own,5,2,2,2,2,GB,guest4283
1166113,Pirumova,Barhina,,BT44 0,11804,CUSHENDALL,1113,,129,United Kingdom,14,Europe,42,16,439,Masters,Barhina.Pirumova@oraclemail.com,Yes,Female,6,82017,"D: 70,000 - 89,999",0,Services,0,M,0,2,0,Cat,0,Rent,7,18,4,5,14,GB,guest3471
1166251,Laaksonen,Chia-Kang,LAWRENCE HILL,BT48 7,111935,LONDONDERRY,1113,,129,United Kingdom,14,Europe,17,-1,0,LessThanHS,Chia-Kang.Laaksonen@oraclemail.com,,Male,10,8750,"A: Below 30,000",0,Professional,0,S,0,1,0,Dog,0,,1,1,,1,17,GB,guest1558
1166408,Shimizu,Shouta,,,11507,Ryokecho,1112,Tokyo,128,Japan,16,Asia,30,33,259,Bachelors,Shouta.Shimizu@oraclemail.com,Yes,Male,1,73297,"D: 70,000 - 89,999",0,Business,0,S,0,1,0,Unknown,0,Rent,4,9,7,1,2,JP,guest444
1166451,Boirot,Arsharuni,27 DUNDERG ROAD,BT51 4,96577,MACOSQUIN,1113,,129,United Kingdom,14,Europe,34,23,1752,High School,Arsharuni.Boirot@oraclemail.com,Yes,Male,2,31418,"B: 30,000 - 49,999",1,Business,0,M,291500,2,1,Dog,0,Own,2,15,7,3,0.85,GB,guest138
1166870,Meroyan,Marjorie,LONDON ROAD,SM4 6,101104,MORDEN,1113,,129,United Kingdom,14,Europe,56,16,259,Masters,Marjorie.Meroyan@oraclemail.com,Yes,Female,2,94244,"E: 90,000 - 109,999",1,Business,0,M,0,2,0,Cat,0,Own,8,35,28,10,28,GB,guest883
1139767,Klazens,Jean,46 NAGYMEZÔ UTCA,1065,24384,BUDAPEST 6,1162,,147,Hungary,14,Europe,25,25,92,Doctorate,Jean.Klazens@oraclemail.com,Yes,Female,1,81224,"D: 70,000 - 89,999",0,Professional,0,S,164000,1,1,Other,0,Own,5,2,2,6,3,HU,guest2967
1139856,Oonishi,Miyu,,,49239,Kitanoshita,1112,Tokyo,128,Japan,16,Asia,23,11,961,LessThanHS,Miyu.Oonishi@oraclemail.com,No,Female,3,35470,"B: 30,000 - 49,999",0,Business,0,M,0,2,0,Unknown,0,Rent,3,4,3,1,1,JP,guest4319
